Country,code,fuel,volatility,cv,big_jumps_pct,mean_price,n_months,group,region
Sierra Leone,SLE,Gasoline,0.07256212502079014,0.20441683452375267,0.13636363636363635,0.9781570379646582,111,Regulated,SSA
Slovakia,SVK,Gasoline,0.03306910504904411,0.10907507941687579,0.009009009009009009,1.5623173490274556,112,Deregulated,ECA
Slovenia,SVN,Gasoline,0.0374789900361801,0.10018999087225207,0.009009009009009009,1.4659384258775898,112,Regulated,ECA
"Korea, Rep.",KOR,Gasoline,0.036086088335984715,0.09057863791797559,0.027522935779816515,1.2943571616381842,110,Deregulated,EAP
Spain,ESP,Gasoline,0.0337582270699268,0.1358602491371074,0.02702702702702703,1.5493199747715931,112,Deregulated,ECA
Sri Lanka,LKA,Gasoline,0.052376206972651905,0.21862001472251993,0.09009009009009009,1.0285496230242526,112,,
Sweden,SWE,Gasoline,0.042944151365450565,0.10901561367073379,0.02702702702702703,1.7334364555558843,112,Deregulated,ECA
Thailand,THA,Gasoline,0.04341801266539994,0.1367636958965946,0.05454545454545454,1.1242958436096555,111,Regulated,EAP
Trinidad and Tobago,TTO,Gasoline,0.12037636410880172,0.3125955375362365,0.2818181818181818,0.5084195837641303,111,Regulated,LAC
Turkey,TUR,Gasoline,0.06881662783695142,0.17622542260472554,0.12612612612612611,1.2260712806149598,112,Deregulated,ECA
United Arab Emirates,ARE,Gasoline,0.06658654121503142,0.25527753562148336,0.17592592592592593,0.6435057227630376,109,Regulated,MENA
Ukraine,UKR,Gasoline,0.0489968920833703,0.18792382493170873,0.036036036036036036,1.1223085826634023,112,Deregulated,ECA
United Kingdom,GBR,Gasoline,0.03235264550253967,0.11676869674905618,0.0,1.689061748402844,112,Deregulated,ECA
Uruguay,URY,Gasoline,0.04283355254736736,0.12931791023693903,0.02531645569620253,1.7065697582378934,80,Regulated,LAC
United States,USA,Gasoline,0.3716245326628726,0.4374645240824643,0.17117117117117117,0.9881747098917761,112,Deregulated,N. AMERICA
Uzbekistan,UZB,Gasoline,0.14953087418749827,0.16130415416485208,0.08536585365853659,0.8744725459529402,83,Deregulated,ECA
Viet Nam,VNM,Gasoline,0.06066656219351729,0.16983508168446745,0.06481481481481481,0.8706777552557039,109,Regulated,EAP
West Bank and Gaza,PSE,Gasoline,0.03381065927721751,0.08366937580430911,0.020202020202020204,1.7757288664779367,100,,
